"X3","X4","X5","X6","X1","X2","Y"
4.17105763568771,5.62796511312622,-5.45247634377981,-0.535763415735477,"A3","B1",1.38144217548162e+31
4.41893203501905,5.00214395093178,-3.7477976150529,1.87457602613649,"A3","B2",1.96322168924713e+20
2.78139337063789,5.2843777227108,-1.61100405639588,0.0680471570858801,"A3","B3",2.21506679907514e+24
2.09300565307447,3.99822091378091,-0.998020844832107,0.486317727554884,"A3","B4",115351914054520
4.21177491168079,4.38277807136597,-1.53549034404943,2.28737704877962,"A3","B1",9346249477582810
-0.635911935407458,5.82819423946287,0.229462303282191,1.65481186367736,"A3","B2",1.78975070584893e+28
4.26019710213678,4.91518135432569,0.447887360361326,0.696116375083661,"A3","B3",5.14411487267027e+20
2.44763178954957,4.56528008306388,-7.86636983063721,-0.762405688057299,"A3","B4",1.53605486237506e+20
2.43168051211326,3.79516471089929,0.378848783998286,2.72256287360729,"A3","B1",399855041770.084
1.16135599505174,3.97931312007989,-1.22871741375784,-1.77108350995189,"A3","B2",214124758968083968
2.767504387296,4.02877079703928,-5.22175490720967,0.77796802790033,"A3","B3",37515089052932.4
6.63462408740843,4.83908663782316,-2.24263824647912,0.823810180049076,"A3","B4",1.14079307284954e+21
3.74125572851591,6.20468703481302,-4.01099321673209,1.41982694257277,"A3","B1",5.34182427261769e+34
4.04043291510991,5.06674621666017,-0.155881192344877,-2.63058761151102,"A3","B2",4.0542358041434e+26
1.49893601099534,4.11754231634645,-4.98105114013287,-3.07386711781724,"A3","B3",1.5663222973855e+19
4.63379967904117,4.9800802620196,-0.950838700348668,-1.29200511755489,"A3","B4",1.24534425737376e+24
1.22728495751357,5.32801648002383,-2.76482529539015,-1.93728597501286,"A3","B1",1.90510744819234e+29
2.3368448201149,4.06937138330659,-1.39989572803325,-2.09138953164781,"A3","B2",190920856697945408
5.24142530333911,3.86858503189088,-0.373240102048831,-0.264117734634391,"A3","B3",124165159837120
3.59744739853459,6.0862303889986,-2.58446804943847,0.277449417818787,"A3","B4",7.04846807438806e+32
4.55924384911065,5.51424210222305,-0.179436096387131,-3.21960869053766,"A3","B1",1.25212362653927e+33
5.91157016495373,5.29316838075921,-4.9910312229264,1.94598289109575,"A3","B2",4.83956900449619e+21
1.7113431415374,4.43734516953866,-5.52723669792809,2.09776608431551,"A3","B3",258008527457331
-0.106274810459373,5.20714272376298,4.09308616991159,-0.231698841975824,"A3","B4",1.65736896294516e+25
-0.195419033392625,6.2280774574073,-3.09858928374274,1.82173527511521,"A3","B1",3.20023102912309e+34
6.61019503762165,4.56998743069587,-1.04871038983866,4.12366267401114,"A3","B2",31013870081047.5
2.03670527261073,6.33190835172714,-5.09514258656545,1.55313690557247,"A3","B3",9.11218443514281e+32
4.24075960259685,4.2367328439275,-4.31250183583271,-0.373164045454386,"A3","B4",803748770887275776
4.2242469853017,6.23231883156069,-5.15726225114806,-1.01979703054622,"A3","B1",1.19412131277722e+38
2.67537804616375,5.60905866292592,-3.82496755252557,1.42815364274389,"A3","B2",1.54719410633934e+26
4.62374635710772,4.17745991612548,-0.309246685860713,-2.07052608107807,"A3","B3",1623424412450698496
7.39366709269507,4.95235164352737,-4.91923045774685,3.7896980354977,"A3","B4",257828806554124416
7.09838067481239,5.17067801069875,-3.22839545331244,0.113586118717488,"A3","B1",2.13884064481192e+25
6.26489127896093,3.77492867389802,-0.453962755068272,-3.40145188685673,"A3","B2",142006878629768064
3.50854238562811,5.38733288420762,-1.14882341079396,-0.129673802155803,"A3","B3",4.56563892665492e+25
3.98237655854512,5.49066777697389,-8.96545478183834,1.78631745376689,"A3","B4",1.62109327994252e+25
2.35182684252576,7.23912608412108,-1.10521418294744,-0.47536901080566,"A3","B1",4.94230507574886e+48
-0.324100487717269,5.89221230896246,-8.83243609140362,-1.76756072036356,"A3","B2",8.64961904096278e+32
6.53546770174593,5.79893258373295,-1.56787492836344,-0.536228626894618,"A3","B3",2.70261656778832e+30
3.05160209729562,6.93544276888011,2.33618977345392,-2.85031854621884,"A3","B4",7.79110662283746e+46
5.25702166718036,5.39424989963198,-0.336322404755697,0.565458940483123,"A3","B1",4.95549402775305e+26
-1.76071612279408,5.63252149437169,-6.30949218424578,-0.317959167263246,"A3","B2",1.82423129424984e+28
0.879468895694937,5.10259110247978,-3.90790111700908,-0.282087154924353,"A3","B3",1.90024757505504e+23
4.87428108036582,6.01021099822561,-0.498613704388361,0.772477291295453,"A3","B4",6.93101996399722e+31
4.70890344066111,6.21467838526569,-10.2285914866465,-0.947709570052205,"A3","B1",1.1233987657471e+37
5.92145880620818,5.50087065830807,-2.22764284904693,2.36380418989791,"A3","B2",3.65095916642795e+23
0.17380244422161,4.09053204908015,-9.52121530946938,-1.69276518894658,"A3","B3",2218486742128484096
4.13480650684896,2.80279148801816,-2.92149696206059,-0.46219258501552,"A3","B4",3408433776.27371
4.16637530687137,5.43854532217057,-4.72166952324976,-3.08394971808764,"A3","B1",4.58914590052057e+32
0.386402333071151,3.97058516965913,-2.16878189213376,-0.251812849798651,"A3","B2",283318787372647
1.91922785227579,5.71307810393455,-2.20858793315691,1.7830772707752,"A3","B3",2.58189327213168e+26
6.89538532946408,6.02826853911963,-0.331625968494902,1.41739396154773,"A3","B4",1.76913004158544e+30
3.10718054071491,4.42936727458143,-4.59507486573551,2.73096959653382,"A3","B1",10469866111199942
3.70332568111047,4.56599131815988,-3.86663023069049,0.293882316148478,"A3","B2",4397968570064194560
1.65804692201212,6.00531746476826,3.97271316484933,0.0687531231764044,"A3","B3",3.18095589508226e+32
3.55590738961229,6.20354481603093,-0.584790991753769,2.70180905243276,"A3","B4",3.22708459332514e+30
4.38234254574977,6.49618269695643,-5.47422441128037,-0.72956885856857,"A3","B1",2.35808872206424e+40
4.64759065741217,4.84340156779291,-1.15797706356843,-1.64193182355486,"A3","B2",3.53444870470702e+22
7.29013004096058,4.06396948027212,-2.98144893121207,-0.894914219515794,"A3","B3",881225001290739
-1.69388795672675,5.3525386461785,-1.48061012253354,2.23931328097998,"A3","B4",1.4124156782169e+23
3.29918396123042,3.71381135344592,-6.10882702710235,0.418566084412069,"A3","B1",64121658480250.3
0.314937036540912,4.72747714493016,-9.17454891559809,1.16737875403627,"A3","B2",1977622627002884608
4.1066061510078,5.1569148369111,-6.55110474398813,-1.37216436409978,"A3","B3",4.01330346707873e+24
6.17992568539082,4.11818713176492,-4.56562385611357,-2.03698082518426,"A3","B4",19617843264692064256
1.8262408112258,4.87810217463987,-6.46792871028865,-2.26950676530483,"A3","B1",1.21431907755305e+26
-0.6647546124188,4.1447493273765,2.12163272172443,-0.916500940647036,"A3","B2",32894130786580652
